redshift,lum_dist
10.27,107031.47689778083
10.28,107149.72501795119
10.290000000000001,107267.98349968606
10.3,107386.25232911138
10.31,107504.53149238424
10.32,107622.82097569271
10.33,107741.12076525594
10.34,107859.43084732372
10.35,107977.7512081767
10.36,108096.08183412613
10.370000000000001,108214.42271151379
10.38,108332.7738267119
10.39,108451.13516612307
10.4,108569.50671618016
10.41,108687.88846334611
10.42,108806.28039411403
10.43,108924.68249500697
10.44,109043.09475257779
10.450000000000001,109161.51715340927
10.46,109279.94968411373
10.47,109398.39233133319
10.48,109516.84508173913
10.49,109635.30792203244
10.5,109753.78083894342
10.51,109872.26381923148
10.52,109990.75684968523
10.53,110109.25991712236
10.540000000000001,110227.77300838949
10.55,110346.29611036203
10.56,110464.82920994432
10.57,110583.37229406936
10.58,110701.92534969862
10.59,110820.48836382227
10.6,110939.06132345877
10.61,111057.644215655
10.620000000000001,111176.23702748609
10.63,111294.83974605528
10.64,111413.45235849392
10.65,111532.07485196137
10.66,111650.70721364493
10.67,111769.34943075963
10.68,111888.00149054834
10.69,112006.66338028146
10.700000000000001,112125.33508725715
10.71,112244.0165988008
10.72,112362.70790226542
10.73,112481.40898503126
10.74,112600.11983450576
10.75,112718.84043812359
10.76,112837.57078334643
10.77,112956.310857663
10.78,113075.06064858881
10.790000000000001,113193.82014366641
10.8,113312.58933046486
10.81,113431.36819658002
10.82,113550.15672963428
10.83,113668.95491727654
10.84,113787.76274718215
10.85,113906.58020705276
10.86,114025.40728461627
10.870000000000001,114144.2439676269
10.88,114263.09024386478
10.89,114381.94610113614
10.9,114500.81152727321
10.91,114619.68651013408
10.92,114738.57103760254
10.93,114857.46509758823
10.94,114976.36867802632
10.950000000000001,115095.28176687761
10.96,115214.2043521283
10.97,115333.13642179011
10.98,115452.07796390008
10.99,115571.0289665204
11.0,115689.98941773857
11.01,115808.95930566713
11.02,115927.93861844367
11.03,116046.92734423076
11.040000000000001,116165.92547121586
11.05,116284.93298761112
11.06,116403.94988165367
11.07,116522.97614160506
11.08,116642.01175575162
11.09,116761.05671240407
11.1,116880.11099989769
11.11,116999.17460659206
11.120000000000001,117118.24752087104
11.13,117237.32973114282
11.14,117356.4212258397
11.15,117475.52199341806
11.16,117594.63202235827
11.17,117713.7513011648
11.18,117832.87981836581
11.19,117952.01756251343
11.200000000000001,118071.1645221834
11.21,118190.3206859752
11.22,118309.48604251196
11.23,118428.66058044019
11.24,118547.84428843005
11.25,118667.03715517496
11.26,118786.23916939175
11.27,118905.45031982049
11.28,119024.67059522441
11.290000000000001,119143.89998438997
11.3,119263.13847612648
11.31,119382.38605926646
11.32,119501.64272266526
11.33,119620.90845520113
11.34,119740.18324577506
11.35,119859.46708331081
11.36,119978.75995675476
11.370000000000001,120098.06185507601
11.38,120217.37276726597
11.39,120336.69268233878
11.4,120456.02158933078
11.41,120575.35947730072
11.42,120694.70633532965
11.43,120814.06215252081
11.44,120933.4269179996
11.450000000000001,121052.80062091352
11.46,121172.18325043199
11.47,121291.57479574649
11.48,121410.97524607043
11.49,121530.38459063892
11.5,121649.80281870894
11.51,121769.22991955916
11.52,121888.66588248992
11.53,122008.11069682306
11.540000000000001,122127.56435190205
11.55,122247.02683709178
11.56,122366.49814177852
11.57,122485.97825536985
11.58,122605.46716729479
11.59,122724.96486700342
11.6,122844.47134396707
11.61,122963.98658767811
11.620000000000001,123083.51058765003
11.63,123203.0433334172
11.64,123322.58481453503
11.65,123442.13502057969
11.66,123561.69394114822
11.67,123681.26156585843
11.68,123800.83788434874
11.69,123920.4228862783
11.700000000000001,124040.01656132676
11.71,124159.61889919428
11.72,124279.22988960151
11.73,124398.84952228954
11.74,124518.47778701977
11.75,124638.11467357387
11.76,124757.76017175373
11.77,124877.4142713815
11.78,124997.07696229932
11.790000000000001,125116.7482343696
11.8,125236.42807747447
11.81,125356.11648151625
11.82,125475.81343641708
11.83,125595.51893211892
11.84,125715.23295858353
11.85,125834.95550579244
11.86,125954.68656374679
11.870000000000001,126074.42612246741
11.88,126194.17417199466
11.89,126313.9307023884
11.9,126433.69570372795
11.91,126553.46916611216
11.92,126673.25107965906
11.93,126793.04143450613
11.94,126912.84022080993
11.950000000000001,127032.6474287464
11.96,127152.4630485105
11.97,127272.28707031628
11.98,127392.11948439696
11.99,127511.96028100452
12.0,127631.80945041015
12.01,127751.66698290368
12.02,127871.53286879392
12.030000000000001,127991.4070984084
12.040000000000001,128111.28966209333
12.05,128231.18055021374
12.06,128351.07975315313
12.07,128470.9872613137
12.08,128590.90306511609
12.09,128710.82715499947
12.1,128830.7595214214
12.11,128950.7001548578
12.120000000000001,129070.64904580305
12.13,129190.60618476958
12.14,129310.57156228821
12.15,129430.54516890795
12.16,129550.52699519577
12.17,129670.51703173693
12.18,129790.5152691346
12.19,129910.52169800992
12.200000000000001,130030.53630900203
12.21,130150.55909276791
12.22,130270.5900399824
12.23,130390.6291413381
12.24,130510.67638754539
12.25,130630.73176933236
12.26,130750.79527744465
12.27,130870.86690264562
12.280000000000001,130990.94663571613
12.290000000000001,131111.0344674545
12.3,131231.13038867654
12.31,131351.23439021554
12.32,131471.34646292203
12.33,131591.46659766405
12.34,131711.59478532668
12.35,131831.73101681238
12.36,131951.87528304075
12.370000000000001,132072.02757494856
12.38,132192.18788348962
12.39,132312.35619963479
12.4,132432.53251437197
12.41,132552.716818706
12.42,132672.90910365863
12.43,132793.10936026843
12.44,132913.31757959083
12.450000000000001,133033.53375269816
12.46,133153.7578706792
12.47,133273.98992463964
12.48,133394.2299057018
12.49,133514.47780500448
12.5,133634.73361370323
12.51,133754.9973229699
12.52,133875.2689239929
12.530000000000001,133995.54840797716
12.540000000000001,134115.83576614383
12.55,134236.13098973056
12.56,134356.43406999117
12.57,134476.74499819582
12.58,134597.06376563077
12.59,134717.39036359865
12.6,134837.72478341803
12.61,134958.06701642365
12.620000000000001,135078.4170539663
12.63,135198.77488741276
12.64,135319.14050814573
12.65,135439.51390756393
12.66,135559.89507708186
12.67,135680.28400812994
12.68,135800.68069215427
12.69,135921.0851206169
12.700000000000001,136041.49728499533
12.71,136161.917176783
12.72,136282.3447874888
12.73,136402.78010863732
12.74,136523.22313176867
12.75,136643.67384843837
12.76,136764.1322502176
12.77,136884.5983286929
12.780000000000001,137005.07207546613
12.790000000000001,137125.55348215456
12.8,137246.0425403908
12.81,137366.5392418227
12.82,137487.04357811334
12.83,137607.55554094104
12.84,137728.07512199925
12.85,137848.60231299658
12.86,137969.1371056566
12.870000000000001,138089.6794917181
12.88,138210.22946293463
12.89,138330.78701107504
12.9,138451.3521279228
12.91,138571.92480527642
12.92,138692.5050349492
12.93,138813.09280876938
12.94,138933.68811857986
12.950000000000001,139054.29095623823
12.96,139174.9013136169
12.97,139295.51918260285
12.98,139416.14455509782
12.99,139536.77742301795
13.0,139657.41777829418
13.01,139778.06561287167
13.02,139898.7209187103
13.030000000000001,140019.38368778428
13.040000000000001,140140.05391208228
13.05,140260.73158360724
13.06,140381.41669437653
13.07,140502.10923642182
13.08,140622.80920178897
13.09,140743.5165825382
13.1,140864.23137074366
13.11,140984.953558494
13.120000000000001,141105.68313789176
13.13,141226.42010105355
13.14,141347.16444011012
13.15,141467.9161472062
13.16,141588.6752145006
13.17,141709.44163416582
13.18,141830.21539838857
13.19,141950.99649936918
13.200000000000001,142071.78492932205
13.21,142192.58068047513
13.22,142313.38374507034
13.23,142434.19411536324
13.24,142555.01178362317
13.25,142675.83674213305
13.26,142796.66898318945
13.27,142917.5084991026
13.280000000000001,143038.35528219625
13.290000000000001,143159.20932480769
13.3,143280.0706192877
13.31,143400.9391580005
13.32,143521.81493332383
13.33,143642.69793764877
13.34,143763.58816337975
13.35,143884.48560293458
13.36,144005.3902487443
13.370000000000001,144126.30209325333
13.38,144247.2211289192
13.39,144368.14734821272
13.4,144489.0807436178
13.41,144610.02130763163
13.42,144730.96903276432
13.43,144851.9239115392
13.44,144972.88593649253
13.450000000000001,145093.85510017374
13.46,145214.83139514507
13.47,145335.81481398168
13.48,145456.80534927186
13.49,145577.8029936166
13.5,145698.8077396298
13.51,145819.81957993814
13.52,145940.83850718115
13.530000000000001,146061.8645140111
13.540000000000001,146182.89759309293
13.55,146303.93773710442
13.56,146424.98493873572
13.57,146546.03919069003
13.58,146667.10048568278
13.59,146788.1688164422
13.6,146909.2441757089
13.61,147030.32655623616
13.620000000000001,147151.41595078967
13.63,147272.5123521475
13.64,147393.61575310022
13.65,147514.72614645085
13.66,147635.84352501458
13.67,147756.96788161917
13.68,147878.0992091045
13.69,147999.2375003228
13.700000000000001,148120.3827481385
13.71,148241.53494542828
13.72,148362.69408508102
13.73,148483.86015999768
13.74,148605.0331630914
13.75,148726.2130872874
13.76,148847.39992552306
13.77,148968.5936707476
13.780000000000001,149089.7943159224
13.790000000000001,149211.0018540208
13.8,149332.21627802803
13.81,149453.43758094133
13.82,149574.66575576976
13.83,149695.90079553428
13.84,149817.14269326773
13.85,149938.39144201466
13.86,150059.6470348315
13.870000000000001,150180.90946478635
13.88,150302.1787249591
13.89,150423.4548084413
13.9,150544.73770833618
13.91,150666.02741775868
13.92,150787.32392983526
13.93,150908.62723770394
13.94,151029.93733451448
13.950000000000001,151151.25421342798
13.96,151272.57786761707
13.97,151393.908290266
13.98,151515.24547457037
13.99,151636.58941373715
14.0,151757.94010098482
14.01,151879.2975295432
14.02,152000.66169265338
14.030000000000001,152122.03258356787
14.040000000000001,152243.4101955504
14.05,152364.79452187597
14.06,152486.18555583086
14.07,152607.58329071256
14.08,152728.9877198296
14.09,152850.39883650202
14.1,152971.8166340605
14.11,153093.24110584726
14.120000000000001,153214.6722452154
14.13,153336.11004552903
14.14,153457.55450016345
14.15,153579.00560250477
14.16,153700.46334595032
14.17,153821.92772390813
14.18,153943.39872979734
14.19,154064.87635704788
14.200000000000001,154186.36059910062
14.21,154307.85144940726
14.22,154429.34890143032
14.23,154550.85294864306
14.24,154672.36358452967
14.25,154793.88080258493
14.26,154915.4045963145
14.27,155036.93495923458
14.280000000000001,155158.47188487212
14.290000000000001,155280.01536676474
14.3,155401.56539846063
14.31,155523.1219735187
14.32,155644.68508550827
14.33,155766.25472800937
14.34,155887.8308946124
14.35,156009.41357891838
14.36,156131.00277453885
14.370000000000001,156252.5984750957
14.38,156374.20067422124
14.39,156495.80936555823
14.4,156617.4245427599
14.41,156739.04619948973
14.42,156860.67432942157
14.43,156982.30892623952
14.44,157103.94998363816
14.450000000000001,157225.59749532212
14.46,157347.25145500634
14.47,157468.91185641606
14.48,157590.5786932866
14.49,157712.25195936355
14.5,157833.93164840256
14.51,157955.6177541695
14.52,158077.3102704403
14.530000000000001,158199.00919100092
14.540000000000001,158320.71450964746
14.55,158442.426220186
14.56,158564.1443164327
14.57,158685.86879221353
14.58,158807.59964136465
14.59,158929.33685773207
14.6,159051.08043517172
14.61,159172.8303675494
14.620000000000001,159294.58664874083
14.63,159416.3492726316
14.64,159538.118233117
14.65,159659.89352410237
14.66,159781.6751395026
14.67,159903.46307324246
14.68,160025.25731925643
14.69,160147.0578714888
14.700000000000001,160268.86472389344
14.71,160390.67787043392
14.72,160512.4973050835
14.73,160634.32302182514
14.74,160756.15501465125
14.75,160877.99327756398
14.76,160999.83780457493
14.77,161121.6885897054
14.780000000000001,161243.54562698602
14.790000000000001,161365.4089104571
14.8,161487.27843416834
14.81,161609.15419217898
14.82,161731.03617855752
14.83,161852.9243873822
14.84,161974.8188127403
14.85,162096.71944872875
14.86,162218.62628945374
14.870000000000001,162340.53932903078
14.88,162462.45856158467
14.89,162584.3839812496
14.9,162706.31558216893
14.91,162828.25335849548
14.92,162950.19730439098
14.93,163072.1474140266
14.94,163194.10368158272
14.950000000000001,163316.06610124875
14.96,163438.03466722334
14.97,163560.00937371433
14.98,163681.9902149385
14.99,163803.97718512188
15.0,163925.97027849953
15.01,164047.9694893155
15.02,164169.97481182296
15.030000000000001,164291.98624028405
15.040000000000001,164414.0037689699
15.05,164536.02739216064
15.06,164658.05710414532
15.07,164780.09289922187
15.08,164902.13477169728
15.09,165024.1827158874
15.1,165146.23672611683
15.11,165268.29679671908
15.120000000000001,165390.36292203658
15.13,165512.4350964205
15.14,165634.51331423077
15.15,165756.59756983622
15.16,165878.68785761436
15.17,166000.7841719515
15.18,166122.88650724248
15.19,166244.99485789106
15.200000000000001,166367.10921830975
15.21,166489.22958291933
15.22,166611.3559461496
15.23,166733.48830243887
15.24,166855.62664623404
15.25,166977.77097199057
15.26,167099.92127417252
15.27,167222.0775472526
15.280000000000001,167344.23978571192
15.290000000000001,167466.40798404015
15.3,167588.5821367354
15.31,167710.76223830436
15.32,167832.9482832621
15.33,167955.14026613216
15.34,168077.33818144657
15.35,168199.5420237457
15.36,168321.75178757816
15.370000000000001,168443.96746750124
15.38,168566.18905808034
15.39,168688.41655388926
15.4,168810.64994951012
15.41,168932.88923953343
15.42,169055.13441855778
15.43,169177.38548119017
15.44,169299.64242204576
15.450000000000001,169421.90523574813
15.46,169544.17391692867
15.47,169666.44846022737
15.48,169788.7288602923
15.49,169911.01511177947
15.5,170033.3072093532
15.51,170155.60514768594
15.52,170277.90892145823
15.530000000000001,170400.21852535862
15.540000000000001,170522.53395408377
15.55,170644.85520233848
15.56,170767.18226483552
15.57,170889.51513629552
15.58,171011.85381144736
15.59,171134.19828502787
15.6,171256.54855178166
15.610000000000001,171378.9046064614
15.620000000000001,171501.26644382786
15.63,171623.6340586494
15.64,171746.00744570247
15.65,171868.3865997714
15.66,171990.7715156484
15.67,172113.16218813346
15.68,172235.55861203437
15.69,172357.9607821669
15.700000000000001,172480.3686933545
15.71,172602.78234042838
15.72,172725.20171822753
15.73,172847.62682159888
15.74,172970.05764539674
15.75,173092.49418448342
15.76,173214.93643372878
15.77,173337.38438801057
15.780000000000001,173459.83804221393
15.790000000000001,173582.29739123178
15.8,173704.7624299648
15.81,173827.2331533211
15.82,173949.70955621643
15.83,174072.1916335742
15.84,174194.67938032543
15.85,174317.17279140855
15.860000000000001,174439.67186176957
15.870000000000001,174562.17658636224
15.88,174684.68696014752
15.89,174807.20297809396
15.9,174929.7246351776
15.91,175052.25192638216
15.92,175174.7848466984
15.93,175297.32339112478
15.94,175419.8675546671
15.950000000000001,175542.4173323387
15.96,175664.97271916003
15.97,175787.5337101591
15.98,175910.10030037133
15.99,176032.67248483928
16.0,176155.25025861294
16.01,176277.8336167497
16.02,176400.4225543141
16.03,176523.01706637806
16.04,176645.6171480206
16.05,176768.22279432826
16.06,176890.83400039453
16.07,177013.4507613204
16.080000000000002,177136.0730722138
16.09,177258.70092818997
16.1,177381.33432437136
16.11,177503.97325588745
16.12,177626.61771787514
16.13,177749.2677054781
16.14,177871.9232138474
16.15,177994.584238141
16.16,178117.2507735241
16.17,178239.922815169
16.18,178362.60035825477
16.19,178485.28339796799
16.2,178607.97192950168
16.21,178730.6659480566
16.22,178853.3654488398
16.23,178976.07042706574
16.240000000000002,179098.78087795575
16.25,179221.49679673807
16.26,179344.21817864795
16.27,179466.9450189275
16.28,179589.6773128258
16.29,179712.41505559883
16.3,179835.15824250947
16.31,179957.9068688273
16.32,180080.66092982903
16.330000000000002,180203.4204207981
16.34,180326.18533702457
16.35,180448.9556738058
16.36,180571.73142644536
16.37,180694.51259025413
16.38,180817.29916054942
16.39,180940.09113265557
16.4,181062.88850190336
16.41,181185.69126363055
16.42,181308.4994131816
16.43,181431.31294590744
16.44,181554.13185716604
16.45,181676.9561423218
16.46,181799.78579674588
16.47,181922.6208158161
16.48,182045.4611949169
16.490000000000002,182168.3069294393
16.5,182291.15801478096
16.51,182414.01444634626
16.52,182536.876219546
16.53,182659.74332979752
16.54,182782.615772525
16.55,182905.49354315887
16.56,183028.3766371362
16.57,183151.26504990066
16.580000000000002,183274.1587769023
16.59,183397.0578135977
16.6,183519.96215544996
16.61,183642.87179792862
16.62,183765.78673650973
16.63,183888.70696667567
16.64,184011.63248391537
16.65,184134.563283724
16.66,184257.49936160343
16.67,184380.4407130617
16.68,184503.38733361312
16.69,184626.3392187787
16.7,184749.29636408555
16.71,184872.25876506724
16.72,184995.2264172635
16.73,185118.19931622065
16.740000000000002,185241.17745749108
16.75,185364.1608366335
16.76,185487.14944921312
16.77,185610.14329080103
16.78,185733.14235697492
16.79,185856.14664331856
16.8,185979.15614542196
16.81,186102.17085888138
16.82,186225.19077929924
16.830000000000002,186348.21590228422
16.84,186471.24622345105
16.85,186594.2817384208
16.86,186717.32244282053
16.87,186840.3683322836
16.88,186963.4194024494
16.89,187086.4756489634
16.9,187209.53706747727
16.91,187332.60365364872
16.92,187455.67540314165
16.93,187578.75231162584
16.94,187701.83437477725
16.95,187824.92158827785
16.96,187948.01394781575
16.97,188071.1114490849
16.98,188194.21408778543
16.990000000000002,188317.32185962336
17.0,188440.43476031066
17.01,188563.55278556552
17.02,188686.67593111173
17.03,188809.80419267938
17.04,188932.9375660043
17.05,189056.07604682827
17.06,189179.219630899
17.07,189302.3683139702
17.080000000000002,189425.52209180134
17.09,189548.68096015777
17.1,189671.8449148109
17.11,189795.01395153778
17.12,189918.1880661215
17.13,190041.36725435074
17.14,190164.5515120203
17.150000000000002,190287.7408349306
17.16,190410.9352188878
17.17,190534.1346597042
17.18,190657.3391531974
17.19,190780.54869519122
17.2,190903.76328151493
17.21,191026.98290800364
17.22,191150.20757049829
17.23,191273.43726484547
17.240000000000002,191396.67198689742
17.25,191519.91173251215
17.26,191643.15649755346
17.27,191766.40627789058
17.28,191889.6610693987
17.29,192012.9208679584
17.3,192136.18566945614
17.31,192259.4554697839
17.32,192382.7302648393
17.330000000000002,192506.01005052563
17.34,192629.2948227516
17.35,192752.5845774318
17.36,192875.87931048614
17.37,192999.17901784036
17.38,193122.48369542547
17.39,193245.79333917834
17.400000000000002,193369.10794504118
17.41,193492.42750896167
17.42,193615.75202689326
17.43,193739.08149479466
17.44,193862.4159086303
17.45,193985.7552643699
17.46,194109.09955798875
17.47,194232.44878546766
17.48,194355.80294279286
17.490000000000002,194479.1620259559
17.5,194602.52603095392
17.51,194725.89495378954
17.52,194849.26879047052
17.53,194972.64753701037
17.54,195096.03118942774
17.55,195219.41974374675
17.56,195342.81319599695
17.57,195466.2115422132
17.580000000000002,195589.61477843573
17.59,195713.02290071006
17.6,195836.43590508707
17.61,195959.85378762305
17.62,196083.27654437954
17.63,196206.70417142325
17.64,196330.13666482654
17.650000000000002,196453.5740206667
17.66,196577.01623502633
17.67,196700.4633039936
17.68,196823.91522366155
17.69,196947.3719901288
17.7,197070.83359949887
17.71,197194.30004788085
17.72,197317.7713313887
17.73,197441.24744614193
17.740000000000002,197564.72838826498
17.75,197688.21415388753
17.76,197811.70473914457
17.77,197935.20014017617
17.78,198058.7003531274
17.79,198182.20537414882
17.8,198305.71519939584
17.81,198429.22982502906
17.82,198552.74924721432
17.830000000000002,198676.27346212242
17.84,198799.8024659293
17.85,198923.3362548161
17.86,199046.8748249688
17.87,199170.41817257873
17.88,199293.96629384207
17.89,199417.51918496017
17.900000000000002,199541.07684213942
17.91,199664.63926159113
17.92,199788.20643953176
17.93,199911.77837218266
17.94,200035.3550557704
17.95,200158.93648652628
17.96,200282.52266068678
17.97,200406.11357449318
17.98,200529.709224192
17.990000000000002,200653.30960603448
18.0,200776.91471627683
18.01,200900.52455118037
18.02,201024.13910701105
18.03,201147.75838004015
18.04,201271.3823665435
18.05,201395.01106280205
18.06,201518.64446510145
18.07,201642.28256973252
18.080000000000002,201765.9253729907
18.09,201889.57287117632
18.1,202013.22506059485
18.11,202136.88193755617
18.12,202260.54349837537
18.13,202384.2097393722
18.14,202507.8806568712
18.150000000000002,202631.55624720195
18.16,202755.2365066985
18.17,202878.9214317
18.18,203002.61101855012
18.19,203126.30526359763
18.2,203250.0041631957
18.21,203373.70771370264
18.22,203497.4159114812
18.23,203621.12875289904
18.240000000000002,203744.8462343285
18.25,203868.56835214663
18.26,203992.29510273528
18.27,204116.02648248096
18.28,204239.76248777486
18.29,204363.5031150129
18.3,204487.24836059567
18.31,204610.99822092833
18.32,204734.75269242097
18.330000000000002,204858.5117714881
18.34,204982.27545454892
18.35,205106.0437380274
18.36,205229.81661835188
18.37,205353.59409195575
18.38,205477.37615527658
18.39,205601.16280475678
18.400000000000002,205724.95403684335
18.41,205848.74984798772
18.42,205972.55023464616
18.43,206096.35519327928
18.44,206220.16472035245
18.45,206343.9788123354
18.46,206467.7974657026
18.47,206591.62067693291
18.48,206715.4484425098
18.490000000000002,206839.2807589214
18.5,206963.11762265992
18.51,207086.95903022264
18.52,207210.8049781109
18.53,207334.65546283076
18.54,207458.5104808927
18.55,207582.37002881174
18.56,207706.23410310724
18.57,207830.1027003031
18.580000000000002,207953.97581692776
18.59,208077.85344951382
18.6,208201.7355945987
18.61,208325.622248724
18.62,208449.51340843568
18.63,208573.40907028434
18.64,208697.30923082487
18.650000000000002,208821.21388661652
18.66,208945.12303422295
18.67,209069.03667021234
18.68,209192.95479115698
18.69,209316.87739363374
18.7,209440.80447422378
18.71,209564.73602951257
18.72,209688.67205608994
18.73,209812.61255055023
18.740000000000002,209936.55750949174
18.75,210060.50692951737
18.76,210184.46080723434
18.77,210308.419139254
18.78,210432.38192219211
18.79,210556.3491526687
18.8,210680.32082730814
18.81,210804.2969427389
18.82,210928.27749559394
18.830000000000002,211052.26248251038
18.84,211176.25190012937
18.85,211300.2457450968
18.86,211424.24401406222
18.87,211548.24670367988
18.88,211672.25381060797
18.89,211796.2653315091
18.900000000000002,211920.28126304987
18.91,212044.30160190124
18.92,212168.3263447382
18.93,212292.35548824014
18.94,212416.38902909044
18.95,212540.4269639768
18.96,212664.4692895909
18.97,212788.51600262866
18.98,212912.56709979032
18.990000000000002,213036.62257777998
19.0,213160.68243330592
19.01,213284.7466630808
19.02,213408.81526382104
19.03,213532.8882322475
19.04,213656.96556508486
19.05,213781.04725906212
19.06,213905.13331091218
19.07,214029.22371737217
19.080000000000002,214153.3184751833
19.09,214277.41758109065
19.1,214401.52103184361
19.11,214525.6288241954
19.12,214649.74095490354
19.13,214773.8574207293
19.14,214897.9782184382
19.150000000000002,215022.10334479972
19.16,215146.23279658728
19.17,215270.3665705785
19.18,215394.50466355475
19.19,215518.64707230162
19.2,215642.79379360855
19.21,215766.94482426907
19.22,215891.1001610806
19.23,216015.2598008445
19.240000000000002,216139.42374036627
19.25,216263.59197645515
19.26,216387.76450592442
19.27,216511.94132559138
19.28,216636.12243227722
19.29,216760.30782280682
19.3,216884.4974940094
19.31,217008.69144271783
19.32,217132.88966576895
19.330000000000002,217257.09216000352
19.34,217381.29892226603
19.35,217505.50994940515
19.36,217629.72523827318
19.37,217753.94478572643
19.38,217878.168588625
19.39,218002.396643833
19.400000000000002,218126.6289482182
19.41,218250.86549865222
19.42,218375.1062920108
19.43,218499.3513251731
19.44,218623.60059502252
19.45,218747.85409844588
19.46,218872.1118323342
19.47,218996.373793582
19.48,219120.63997908778
19.490000000000002,219244.91038575378
19.5,219369.18501048608
19.51,219493.4638501944
19.52,219617.74690179236
19.53,219742.03416219735
19.54,219866.32562833047
19.55,219990.62129711657
19.56,220114.92116548427
19.57,220239.225230366
19.580000000000002,220363.53348869784
19.59,220487.8459374195
19.6,220612.16257347478
19.61,220736.48339381075
19.62,220860.80839537852
19.63,220985.13757513266
19.64,221109.4709300317
19.650000000000002,221233.80845703767
19.66,221358.15015311635
19.67,221482.4960152371
19.68,221606.84604037312
19.69,221731.2002255013
19.7,221855.55856760187
19.71,221979.92106365916
19.72,222104.28771066072
19.73,222228.65850559814
19.740000000000002,222353.03344546637
19.75,222477.412527264
19.76,222601.79574799346
19.77,222726.18310466054
19.78,222850.57459427486
19.79,222974.97021384945
19.8,223099.36996040115
19.81,223223.77383095011
19.82,223348.18182252045
19.830000000000002,223472.5939321395
19.84,223597.01015683837
19.85,223721.43049365163
19.86,223845.85493961757
19.87,223970.28349177795
19.88,224094.716147178
19.89,224219.15290286657
19.900000000000002,224343.59375589615
19.91,224468.03870332253
19.92,224592.48774220524
19.93,224716.94086960726
19.94,224841.39808259506
19.95,224965.8593782386
19.96,225090.32475361144
19.97,225214.7942057905
19.98,225339.26773185638
19.990000000000002,225463.745328893
